user_id,name,gender,age,city,region,registration_date,primary_app,preferred_device,credit_score,monthly_income_uzs,identity_verified,historical_tx_count
U007308,Sanjar Yusupov,M,59,Guliston,Sirdaryo,2019-07-01,Kapitalbank Mobile,Web,699,2073148,1,455
U007309,Dilfuza Boymurodov,F,35,Tashkent,Tashkent City,2019-10-07,Click,iOS,422,1422482,0,679
U007310,Ibrohim Ergashev,M,65,Andijan,Andijan,2019-03-09,TBC Uzbekistan,iOS,636,4248277,1,187
U007311,Sitora Yusupov,F,22,Qarshi,Qashqadaryo,2020-05-20,TBC Uzbekistan,iOS,462,6007370,0,652
U007312,Eldor Ahmedov,M,45,Fergana,Fergana,2023-12-15,Hamkorbank,iOS,624,2576347,1,459
U007313,Sardor Sobirov,M,26,Bukhara,Bukhara,2019-08-15,Click,iOS,545,7136885,1,653
U007314,Ulugbek Rahimov,M,66,Bukhara,Bukhara,2019-03-03,Click,Web,778,2778194,1,643
U007315,Sanjar Toshmatov,M,40,Urgench,Xorazm,2021-04-17,Anorbank,Android,603,3680364,1,220
U007316,Sitora Karimov,F,54,Jizzakh,Jizzakh,2020-10-07,Ipak Yo'li,iOS,512,3065223,1,623
U007317,Gulnora Ergashev,F,65,Termez,Surxondaryo,2022-02-22,TBC Uzbekistan,Android,566,7349562,0,612
U007318,Shahnoza Boymurodov,F,46,Fergana,Fergana,2022-01-11,TBC Uzbekistan,Android,537,4703773,1,449
U007319,Timur Toshmatov,M,21,Urgench,Xorazm,2023-02-18,TBC Uzbekistan,Android,411,3379548,1,75
U007320,Nasiba Salimov,F,29,Bukhara,Bukhara,2021-01-27,Kapitalbank Mobile,Android,780,3664621,0,762
U007321,Ibrohim Ahmedov,M,29,Guliston,Sirdaryo,2021-04-21,Uzum Bank,Android,741,1715020,1,758
U007322,Sanjar Ahmedov,M,67,Samarkand,Samarkand,2019-02-11,Kapitalbank Mobile,Android,528,916399,1,274
U007323,Shahnoza Salimov,F,67,Qarshi,Qashqadaryo,2023-11-07,Kapitalbank Mobile,iOS,633,2544338,1,396
U007324,Mohira Toshmatov,F,43,Andijan,Andijan,2020-01-25,Hamkorbank,iOS,796,3115394,1,340
U007325,Nodir Xoliqov,M,66,Jizzakh,Jizzakh,2021-12-23,Click,Android,698,4813976,0,573
U007326,Sherzod Mirzayev,M,31,Bukhara,Bukhara,2023-05-27,Click,iOS,513,3173694,1,254
U007327,Nilufar Toshmatov,F,54,Qarshi,Qashqadaryo,2022-01-08,Hamkorbank,USSD,539,2641206,1,778
U007328,Nozima Yusupov,F,39,Samarkand,Samarkand,2022-02-15,Payme,Android,343,800000,1,71
U007329,Sardor Qodirov,M,30,Bukhara,Bukhara,2019-11-16,Anorbank,Android,642,4802205,0,331
U007330,Shahnoza Ahmedov,F,31,Andijan,Andijan,2022-07-17,Click,Web,699,3972419,1,366
U007331,Maftuna Mirzayev,F,40,Urgench,Xorazm,2019-12-13,Click,Android,699,5703427,1,242
U007332,Ibrohim Toshmatov,M,36,Namangan,Namangan,2022-06-16,Hamkorbank,Web,634,3557721,0,376
U007333,Dilnoza Karimov,F,29,Termez,Surxondaryo,2021-11-18,Payme,USSD,592,6964880,0,252
U007334,Nilufar Karimov,F,36,Fergana,Fergana,2021-06-12,Ipak Yo'li,Android,430,2515428,0,284
U007335,Maftuna Toshmatov,F,24,Guliston,Sirdaryo,2022-08-08,Click,Android,588,3415856,1,74
U007336,Eldor Ergashev,M,70,Namangan,Namangan,2022-08-06,TBC Uzbekistan,USSD,474,4043326,1,322
U007337,Zulfiya Umarov,F,38,Bukhara,Bukhara,2020-01-09,Kapitalbank Mobile,Android,613,5200188,0,541
U007338,Gulnora Xoliqov,F,23,Jizzakh,Jizzakh,2020-11-16,Kapitalbank Mobile,Android,458,4493401,1,734
U007339,Mahliyo Sobirov,F,49,Namangan,Namangan,2021-06-02,Uzum Bank,Android,612,4661401,1,796
U007340,Barno Ahmedov,F,65,Bukhara,Bukhara,2019-10-04,Kapitalbank Mobile,iOS,708,4112557,1,629
U007341,Jasur Qodirov,M,37,Urgench,Xorazm,2020-10-12,Ipak Yo'li,iOS,595,3117841,1,698
U007342,Mirzo Ahmedov,M,63,Urgench,Xorazm,2019-03-17,Kapitalbank Mobile,Web,589,6010577,1,277
U007343,Barno Mirzayev,F,50,Tashkent,Tashkent City,2021-03-11,Click,Android,659,1281685,1,773
U007344,Maftuna Sobirov,F,57,Jizzakh,Jizzakh,2020-01-11,TBC Uzbekistan,iOS,762,2399522,1,692
U007345,Dilfuza Davlatov,F,33,Qarshi,Qashqadaryo,2020-02-10,Anorbank,iOS,537,9096303,1,168
U007346,Dilfuza Rahimov,F,19,Namangan,Namangan,2023-02-02,Hamkorbank,Android,612,2337802,1,578
U007347,Nozima Rahimov,F,36,Fergana,Fergana,2019-09-14,Ipak Yo'li,Web,731,3339668,1,55
U007348,Timur Boymurodov,M,67,Bukhara,Bukhara,2019-08-09,Ipak Yo'li,Android,630,8048168,1,260
U007349,Alisher Karimov,M,60,Bukhara,Bukhara,2020-08-07,Kapitalbank Mobile,Android,309,3244964,1,220
U007350,Gulnora Davlatov,F,60,Samarkand,Samarkand,2019-02-12,Uzum Bank,Android,464,2122158,1,630
U007351,Doniyor Toshmatov,M,65,Samarkand,Samarkand,2023-05-05,Kapitalbank Mobile,iOS,640,7183446,1,487
U007352,Zafar Salimov,M,38,Fergana,Fergana,2023-12-07,Hamkorbank,iOS,501,2942202,1,242
U007353,Nozima Karimov,F,35,Urgench,Xorazm,2023-01-09,Anorbank,Web,722,3065271,1,585
U007354,Doniyor Rahimov,M,67,Nukus,Karakalpakstan,2022-12-29,Click,iOS,772,1066672,1,80
U007355,Nozima Umarov,F,48,Tashkent,Tashkent City,2019-07-05,Hamkorbank,Web,479,3242544,1,626
U007356,Timur Xasanov,M,34,Nukus,Karakalpakstan,2021-10-09,Uzum Bank,iOS,426,5272713,1,692
U007357,Ibrohim Umarov,M,33,Termez,Surxondaryo,2019-06-10,Uzum Bank,Web,506,2702700,1,37
U007358,Sardor Nazarov,M,65,Jizzakh,Jizzakh,2020-07-02,Anorbank,Web,499,1622475,1,596
U007359,Ulugbek Xoliqov,M,20,Termez,Surxondaryo,2021-06-18,Uzum Bank,Android,734,2623439,1,485
U007360,Sarvinoz Boymurodov,F,21,Andijan,Andijan,2022-05-28,Anorbank,Android,425,2419687,0,185
U007361,Shahnoza Davlatov,F,57,Qarshi,Qashqadaryo,2020-05-21,Anorbank,USSD,639,3005913,1,212
U007362,Bobur Boymurodov,M,18,Tashkent,Tashkent City,2020-04-12,Ipak Yo'li,Android,716,2565625,1,173
U007363,Firdavs Xoliqov,M,27,Andijan,Andijan,2023-02-11,Anorbank,iOS,648,9502091,1,210
U007364,Dilnoza Sobirov,F,71,Fergana,Fergana,2020-02-14,Anorbank,Android,602,4196179,1,263
U007365,Mahliyo Karimov,F,40,Tashkent,Tashkent City,2021-06-06,Payme,Android,530,1231994,1,626
U007366,Feruza Karimov,F,57,Tashkent,Tashkent City,2020-06-07,Kapitalbank Mobile,Android,771,3653404,1,227
U007367,Sanjar Xoliqov,M,44,Urgench,Xorazm,2023-04-06,Payme,Android,520,3417094,0,715
U007368,Zulfiya Ergashev,F,22,Bukhara,Bukhara,2021-09-03,TBC Uzbekistan,iOS,663,7166718,1,436
U007369,Ravshan Xasanov,M,27,Samarkand,Samarkand,2019-07-17,Click,Web,530,3187240,1,478
U007370,Sitora Ahmedov,F,59,Qarshi,Qashqadaryo,2019-09-28,Kapitalbank Mobile,iOS,328,3132774,1,720
U007371,Ibrohim Rahimov,M,23,Namangan,Namangan,2023-11-06,Ipak Yo'li,iOS,517,10703400,1,15
U007372,Dilshod Toshmatov,M,50,Guliston,Sirdaryo,2023-09-13,Uzum Bank,Android,531,1843143,1,334
U007373,Lola Davlatov,F,36,Guliston,Sirdaryo,2022-10-31,Kapitalbank Mobile,Android,532,5648406,0,262
U007374,Ozoda Xoliqov,F,37,Urgench,Xorazm,2019-05-22,TBC Uzbekistan,Android,470,3636774,1,640
U007375,Maftuna Ergashev,F,69,Namangan,Namangan,2022-08-28,Hamkorbank,iOS,625,2591529,1,752
U007376,Bobur Qodirov,M,50,Jizzakh,Jizzakh,2022-04-20,Kapitalbank Mobile,iOS,638,2372381,1,767
U007377,Asliddin Boymurodov,M,51,Namangan,Namangan,2023-09-12,Hamkorbank,Android,513,7907203,1,496
U007378,Zafar Toshmatov,M,36,Bukhara,Bukhara,2021-06-06,Kapitalbank Mobile,iOS,512,4627175,1,222
U007379,Sherzod Umarov,M,38,Guliston,Sirdaryo,2021-05-08,TBC Uzbekistan,Android,423,5020010,1,667
U007380,Eldor Davlatov,M,55,Termez,Surxondaryo,2022-02-28,Kapitalbank Mobile,USSD,580,5969283,1,460
U007381,Timur Nazarov,M,20,Samarkand,Samarkand,2019-09-29,Uzum Bank,Android,715,4296949,0,382
U007382,Jasur Ahmedov,M,30,Jizzakh,Jizzakh,2022-09-22,Kapitalbank Mobile,Web,715,1851821,1,361
U007383,Behruz Ahmedov,M,50,Samarkand,Samarkand,2021-06-25,Click,iOS,478,1363061,1,357
U007384,Bobur Qodirov,M,51,Termez,Surxondaryo,2019-12-09,Click,USSD,788,8815829,1,694
U007385,Ozoda Nazarov,F,22,Nukus,Karakalpakstan,2023-01-27,Ipak Yo'li,iOS,506,3965261,1,443
U007386,Nasiba Davlatov,F,60,Tashkent,Tashkent City,2020-04-27,Kapitalbank Mobile,iOS,428,3670474,1,706
U007387,Nodir Xoliqov,M,47,Urgench,Xorazm,2023-04-18,TBC Uzbekistan,Android,386,10334733,0,674
U007388,Mahliyo Toshmatov,F,30,Termez,Surxondaryo,2020-05-12,Ipak Yo'li,Android,420,1848080,0,220
U007389,Ozoda Yusupov,F,58,Jizzakh,Jizzakh,2021-06-10,Hamkorbank,Android,590,800000,0,757
U007390,Sherzod Karimov,M,71,Qarshi,Qashqadaryo,2021-03-08,Anorbank,USSD,519,1180371,0,269
U007391,Ravshan Davlatov,M,40,Urgench,Xorazm,2022-08-29,Ipak Yo'li,iOS,474,2545242,1,427
U007392,Barno Sobirov,F,33,Jizzakh,Jizzakh,2019-12-06,TBC Uzbekistan,iOS,448,3754920,1,746
U007393,Jasur Salimov,M,34,Guliston,Sirdaryo,2020-03-26,TBC Uzbekistan,Android,419,8066736,1,765
U007394,Ibrohim Toshmatov,M,50,Fergana,Fergana,2019-12-18,Ipak Yo'li,Android,443,5804846,0,116
U007395,Zafar Davlatov,M,20,Tashkent,Tashkent City,2020-02-25,TBC Uzbekistan,Android,671,800000,0,626
U007396,Bobur Xasanov,M,44,Andijan,Andijan,2021-04-06,Hamkorbank,Android,766,18787254,1,417
U007397,Zafar Sobirov,M,19,Qarshi,Qashqadaryo,2021-12-05,Ipak Yo'li,iOS,773,2735850,0,620
U007398,Sardor Umarov,M,20,Samarkand,Samarkand,2023-04-26,Payme,Android,632,7311477,1,695
U007399,Sardor Xasanov,M,41,Samarkand,Samarkand,2021-02-08,TBC Uzbekistan,iOS,490,4856752,0,755
U007400,Alisher Davlatov,M,58,Andijan,Andijan,2021-01-18,Kapitalbank Mobile,Android,469,3511245,0,83
U007401,Doniyor Nazarov,M,65,Jizzakh,Jizzakh,2019-10-21,Hamkorbank,Android,640,3035973,1,112
U007402,Feruza Toshmatov,F,22,Namangan,Namangan,2019-06-30,Payme,iOS,520,1795606,1,532
U007403,Jasur Ergashev,M,31,Guliston,Sirdaryo,2022-10-21,Uzum Bank,iOS,599,1616145,1,39
U007404,Sardor Ergashev,M,40,Urgench,Xorazm,2022-02-28,Click,Android,781,3167746,1,491
U007405,Dilnoza Xoliqov,F,48,Namangan,Namangan,2021-08-29,TBC Uzbekistan,Web,576,1521728,0,95
U007406,Ibrohim Salimov,M,71,Bukhara,Bukhara,2021-03-21,Kapitalbank Mobile,Android,823,9407536,1,568
U007407,Ibrohim Xasanov,M,54,Urgench,Xorazm,2021-08-07,Payme,iOS,414,3709632,1,453
U007408,Nozima Umarov,F,47,Urgench,Xorazm,2023-03-24,Hamkorbank,iOS,603,12285161,1,738
U007409,Behruz Sobirov,M,21,Qarshi,Qashqadaryo,2019-12-12,Anorbank,Android,587,2694989,1,687
U007410,Ulugbek Rahimov,M,22,Guliston,Sirdaryo,2021-06-29,Anorbank,Android,431,2455796,1,255
U007411,Nodir Mirzayev,M,26,Samarkand,Samarkand,2020-03-16,Uzum Bank,Android,646,4989244,1,41
U007412,Sherzod Qodirov,M,53,Andijan,Andijan,2019-07-11,Hamkorbank,Android,733,2995749,1,458
U007413,Feruza Ahmedov,F,35,Qarshi,Qashqadaryo,2022-06-18,Hamkorbank,Android,814,6275250,1,407
U007414,Nilufar Salimov,F,31,Tashkent,Tashkent City,2022-07-10,TBC Uzbekistan,iOS,599,8295335,1,334
U007415,Nodira Karimov,F,54,Guliston,Sirdaryo,2023-04-04,Click,Android,321,6768321,0,501
U007416,Mahliyo Xasanov,F,62,Fergana,Fergana,2019-02-09,Payme,Android,607,7936039,1,557
U007417,Sitora Karimov,F,41,Namangan,Namangan,2019-11-20,Ipak Yo'li,Android,639,5716259,1,487
U007418,Firdavs Yusupov,M,65,Bukhara,Bukhara,2021-11-14,Anorbank,iOS,521,2517667,0,762
U007419,Nasiba Nazarov,F,57,Tashkent,Tashkent City,2023-01-22,Ipak Yo'li,Android,575,6935748,1,232
U007420,Nozima Mirzayev,F,56,Qarshi,Qashqadaryo,2023-09-12,Click,iOS,491,5319202,1,410
U007421,Dilnoza Davlatov,F,64,Guliston,Sirdaryo,2022-12-09,Payme,Android,533,2416031,1,193
U007422,Nozima Davlatov,F,27,Tashkent,Tashkent City,2023-07-10,Payme,Android,672,2607039,1,539
U007423,Eldor Toshmatov,M,58,Andijan,Andijan,2023-01-27,Ipak Yo'li,Web,716,3312411,1,18
U007424,Behruz Ahmedov,M,69,Qarshi,Qashqadaryo,2020-07-30,Ipak Yo'li,iOS,397,6818576,0,493
U007425,Robiya Umarov,F,71,Nukus,Karakalpakstan,2021-11-27,Payme,iOS,488,3754369,0,127
U007426,Sherzod Yusupov,M,49,Qarshi,Qashqadaryo,2022-03-05,Anorbank,Web,359,3488157,1,3
U007427,Lola Yusupov,F,58,Termez,Surxondaryo,2020-10-04,Hamkorbank,Web,770,3181243,0,10
U007428,Zulfiya Davlatov,F,65,Guliston,Sirdaryo,2023-06-05,Uzum Bank,Web,654,2831352,0,524
U007429,Sanjar Umarov,M,64,Qarshi,Qashqadaryo,2022-11-08,Payme,Android,309,1740915,1,390
U007430,Sitora Ergashev,F,66,Termez,Surxondaryo,2021-08-01,Ipak Yo'li,Android,542,5640077,1,462
U007431,Nodir Sobirov,M,62,Namangan,Namangan,2021-05-25,Kapitalbank Mobile,USSD,515,1900879,1,530
U007432,Alisher Nazarov,M,38,Samarkand,Samarkand,2022-12-17,TBC Uzbekistan,iOS,459,3644933,0,140
U007433,Dilshod Sobirov,M,57,Samarkand,Samarkand,2020-02-09,Payme,iOS,674,2738612,1,488
U007434,Nodira Sobirov,F,40,Samarkand,Samarkand,2020-02-03,Payme,Android,671,5543166,1,374
U007435,Bobur Boymurodov,M,61,Urgench,Xorazm,2021-01-04,TBC Uzbekistan,iOS,582,2850686,1,574
U007436,Sarvinoz Karimov,F,61,Tashkent,Tashkent City,2019-08-21,TBC Uzbekistan,iOS,473,1913659,1,399
U007437,Dilnoza Salimov,F,68,Nukus,Karakalpakstan,2021-04-15,Payme,Android,474,6336637,1,66
U007438,Doniyor Xoliqov,M,49,Qarshi,Qashqadaryo,2021-02-28,Payme,Android,555,2132230,1,119
U007439,Asliddin Nazarov,M,43,Termez,Surxondaryo,2021-07-11,Ipak Yo'li,Android,495,3840379,1,453
U007440,Sherzod Davlatov,M,26,Tashkent,Tashkent City,2021-04-22,TBC Uzbekistan,Web,549,7516069,1,12
U007441,Dilfuza Sobirov,F,52,Jizzakh,Jizzakh,2023-06-27,Click,Android,616,2258455,0,162
U007442,Ozoda Nazarov,F,48,Nukus,Karakalpakstan,2020-05-15,Kapitalbank Mobile,Web,365,3289231,1,736
U007443,Dilfuza Qodirov,F,45,Tashkent,Tashkent City,2021-01-20,TBC Uzbekistan,iOS,459,2702167,1,516
U007444,Timur Umarov,M,54,Samarkand,Samarkand,2022-09-09,Payme,Web,545,3787221,1,663
U007445,Zafar Karimov,M,63,Jizzakh,Jizzakh,2020-06-03,Payme,Web,737,3359134,0,646
U007446,Zafar Umarov,M,26,Guliston,Sirdaryo,2022-04-13,Uzum Bank,Android,651,6079987,1,641
U007447,Ibrohim Umarov,M,41,Urgench,Xorazm,2023-10-23,TBC Uzbekistan,iOS,549,2411698,1,510
U007448,Sherzod Rahimov,M,57,Andijan,Andijan,2020-11-16,Click,iOS,598,7517803,0,439
U007449,Barno Xasanov,F,62,Guliston,Sirdaryo,2020-03-17,Anorbank,Android,537,9166562,1,316
U007450,Sarvinoz Xasanov,F,60,Namangan,Namangan,2019-12-13,Anorbank,Android,679,4082419,0,541
U007451,Kamola Boymurodov,F,61,Bukhara,Bukhara,2019-01-21,Anorbank,iOS,602,2178586,1,309
U007452,Firdavs Boymurodov,M,64,Urgench,Xorazm,2020-06-02,Ipak Yo'li,Web,703,3414727,1,513
U007453,Firdavs Davlatov,M,69,Namangan,Namangan,2023-03-31,TBC Uzbekistan,Android,387,3247337,1,446
U007454,Sanjar Davlatov,M,50,Fergana,Fergana,2020-04-09,Anorbank,Android,453,10136907,1,251
U007455,Doniyor Yusupov,M,31,Qarshi,Qashqadaryo,2023-10-08,Ipak Yo'li,Web,582,3289912,0,713
U007456,Timur Boymurodov,M,48,Samarkand,Samarkand,2023-10-06,Uzum Bank,Android,609,8024035,1,750
U007457,Zulfiya Davlatov,F,56,Guliston,Sirdaryo,2022-05-29,TBC Uzbekistan,Web,838,3742051,1,525
U007458,Nasiba Umarov,F,23,Samarkand,Samarkand,2023-11-26,Kapitalbank Mobile,Android,333,3597581,1,303
U007459,Gulnora Xasanov,F,58,Guliston,Sirdaryo,2021-01-13,TBC Uzbekistan,Android,546,2829569,1,78
U007460,Gulnora Qodirov,F,47,Namangan,Namangan,2023-10-12,Ipak Yo'li,Android,540,2992495,1,587
U007461,Asliddin Nazarov,M,68,Nukus,Karakalpakstan,2021-09-19,Kapitalbank Mobile,Android,578,5969075,0,627
U007462,Mirzo Boymurodov,M,29,Namangan,Namangan,2019-05-28,Hamkorbank,Android,757,2257824,1,477
U007463,Nodir Mirzayev,M,66,Fergana,Fergana,2023-02-27,Hamkorbank,iOS,655,6225199,0,42
U007464,Barno Qodirov,F,42,Tashkent,Tashkent City,2023-10-01,Payme,Android,357,8308565,1,686
U007465,Dilnoza Boymurodov,F,48,Bukhara,Bukhara,2023-06-04,Ipak Yo'li,Web,734,2453874,1,298
U007466,Sanjar Sobirov,M,53,Fergana,Fergana,2021-01-30,Click,Android,730,7224991,1,58
U007467,Dilshod Xasanov,M,49,Termez,Surxondaryo,2019-07-07,Kapitalbank Mobile,Android,581,6564692,1,302
U007468,Asliddin Sobirov,M,66,Guliston,Sirdaryo,2021-12-04,Ipak Yo'li,iOS,355,5896090,0,405
U007469,Eldor Yusupov,M,27,Jizzakh,Jizzakh,2023-05-04,Ipak Yo'li,Android,531,2389598,1,499
U007470,Maftuna Mirzayev,F,57,Guliston,Sirdaryo,2023-03-15,Anorbank,iOS,606,3258015,1,777
U007471,Barno Boymurodov,F,70,Urgench,Xorazm,2022-01-31,Ipak Yo'li,Android,669,3255354,0,668
U007472,Dilnoza Xoliqov,F,29,Urgench,Xorazm,2022-12-06,Anorbank,Web,337,12270150,1,171
U007473,Kamol Ergashev,M,31,Andijan,Andijan,2019-02-28,Anorbank,Android,457,3478931,1,221
U007474,Ulugbek Qodirov,M,43,Jizzakh,Jizzakh,2022-02-11,TBC Uzbekistan,Android,681,3135502,1,786
U007475,Nodir Mirzayev,M,57,Guliston,Sirdaryo,2019-07-17,TBC Uzbekistan,iOS,730,1757692,1,507
U007476,Asliddin Boymurodov,M,69,Fergana,Fergana,2022-09-29,Click,Android,601,1953552,1,667
U007477,Ozoda Davlatov,F,60,Samarkand,Samarkand,2019-03-25,Click,USSD,687,2321640,1,462
U007478,Alisher Nazarov,M,60,Tashkent,Tashkent City,2021-12-21,Kapitalbank Mobile,Android,604,4347345,1,262
U007479,Sarvinoz Davlatov,F,41,Nukus,Karakalpakstan,2023-09-28,Click,Android,665,1489331,1,487
U007480,Dilshod Xoliqov,M,52,Qarshi,Qashqadaryo,2019-07-24,Payme,Android,567,2347229,1,643
U007481,Robiya Boymurodov,F,29,Fergana,Fergana,2021-02-17,Payme,Android,607,1145877,0,15
U007482,Sherzod Xasanov,M,43,Jizzakh,Jizzakh,2019-03-16,TBC Uzbekistan,iOS,403,8116552,1,79
U007483,Asliddin Umarov,M,28,Fergana,Fergana,2022-07-29,Uzum Bank,iOS,636,3730744,1,409
U007484,Dilshod Toshmatov,M,19,Qarshi,Qashqadaryo,2023-08-16,Uzum Bank,iOS,399,4216519,1,790
U007485,Sarvinoz Ahmedov,F,64,Urgench,Xorazm,2019-01-04,Hamkorbank,Android,636,1819880,1,748
U007486,Nilufar Umarov,F,61,Jizzakh,Jizzakh,2021-09-23,Uzum Bank,Web,497,7025447,0,307
U007487,Dilnoza Xasanov,F,45,Qarshi,Qashqadaryo,2022-12-18,Kapitalbank Mobile,iOS,594,8624436,1,197
U007488,Nozima Xoliqov,F,18,Fergana,Fergana,2019-02-16,TBC Uzbekistan,iOS,435,3643397,1,290
U007489,Robiya Xasanov,F,22,Tashkent,Tashkent City,2021-05-29,Hamkorbank,Android,489,2625550,1,628
U007490,Sanjar Sobirov,M,24,Qarshi,Qashqadaryo,2019-08-24,Ipak Yo'li,Android,594,4874951,1,560
U007491,Dilnoza Xasanov,F,56,Bukhara,Bukhara,2023-08-13,Uzum Bank,Android,640,5439250,1,576
U007492,Bobur Sobirov,M,28,Andijan,Andijan,2021-07-18,Payme,Web,681,5900067,0,526
U007493,Nozima Toshmatov,F,31,Fergana,Fergana,2021-08-08,Hamkorbank,iOS,411,5212697,1,788
U007494,Nozima Sobirov,F,64,Tashkent,Tashkent City,2023-12-25,Kapitalbank Mobile,Android,369,6241112,1,708
U007495,Sarvinoz Boymurodov,F,65,Termez,Surxondaryo,2022-12-10,TBC Uzbekistan,iOS,432,2309847,1,254
U007496,Ulugbek Yusupov,M,59,Namangan,Namangan,2020-07-26,Kapitalbank Mobile,Android,422,6049087,1,624
U007497,Ozoda Toshmatov,F,34,Fergana,Fergana,2022-02-22,Anorbank,Android,738,2665741,1,681
U007498,Barno Rahimov,F,49,Andijan,Andijan,2020-06-25,Click,iOS,710,800000,1,734
U007499,Bobur Umarov,M,28,Andijan,Andijan,2021-08-07,Anorbank,Android,430,2651094,1,220
U007500,Dilshod Toshmatov,M,64,Andijan,Andijan,2023-01-22,Hamkorbank,iOS,755,2510346,1,293
U007501,Robiya Xasanov,F,22,Tashkent,Tashkent City,2023-09-27,Click,iOS,703,4044610,1,366
U007502,Feruza Toshmatov,F,58,Bukhara,Bukhara,2023-10-03,Kapitalbank Mobile,Android,354,5786673,1,408
U007503,Mohira Mirzayev,F,45,Urgench,Xorazm,2021-06-23,Ipak Yo'li,iOS,426,3929256,1,385
U007504,Bobur Rahimov,M,58,Samarkand,Samarkand,2023-06-22,Click,Android,350,11680790,1,738
U007505,Jasur Toshmatov,M,42,Nukus,Karakalpakstan,2023-06-17,Payme,Web,539,2554209,1,561
U007506,Nasiba Xasanov,F,26,Samarkand,Samarkand,2021-09-24,TBC Uzbekistan,Android,552,1061980,1,325
U007507,Firdavs Sobirov,M,58,Fergana,Fergana,2019-03-07,Anorbank,Android,551,4135298,1,198
U007508,Shahnoza Nazarov,F,52,Qarshi,Qashqadaryo,2019-08-06,Click,Android,306,2524017,1,79
U007509,Shahnoza Xasanov,F,43,Nukus,Karakalpakstan,2022-04-14,Payme,Android,378,1824584,1,269
U007510,Robiya Salimov,F,38,Urgench,Xorazm,2023-02-24,Payme,Android,581,2927775,0,732
U007511,Nodir Yusupov,M,36,Namangan,Namangan,2023-07-22,Kapitalbank Mobile,Android,624,2187404,1,780
U007512,Nilufar Boymurodov,F,43,Fergana,Fergana,2020-03-19,TBC Uzbekistan,Web,307,2320748,1,663
U007513,Shahnoza Ergashev,F,32,Namangan,Namangan,2023-06-30,Ipak Yo'li,Android,396,8725635,1,522
U007514,Doniyor Mirzayev,M,33,Fergana,Fergana,2023-02-17,Click,Android,672,3771065,0,41
U007515,Robiya Karimov,F,33,Tashkent,Tashkent City,2021-06-04,Kapitalbank Mobile,Android,403,2984840,1,440
U007516,Ozoda Umarov,F,18,Namangan,Namangan,2020-11-13,Ipak Yo'li,iOS,548,9127863,0,42
U007517,Kamol Xasanov,M,68,Termez,Surxondaryo,2021-05-11,Ipak Yo'li,iOS,391,2931390,1,44
U007518,Nozima Toshmatov,F,30,Urgench,Xorazm,2022-05-17,Ipak Yo'li,Web,649,1673112,0,245
U007519,Ulugbek Nazarov,M,26,Namangan,Namangan,2023-01-19,Kapitalbank Mobile,iOS,307,1579153,1,798
U007520,Mohira Nazarov,F,26,Namangan,Namangan,2019-11-10,Hamkorbank,iOS,513,3335976,1,399
U007521,Shahnoza Xoliqov,F,71,Namangan,Namangan,2020-09-03,Hamkorbank,Android,662,1306578,0,612
U007522,Asliddin Ergashev,M,43,Namangan,Namangan,2019-08-08,Click,Web,623,1732020,1,638
U007523,Behruz Nazarov,M,35,Guliston,Sirdaryo,2023-09-07,Click,Android,494,2784335,1,781
U007524,Dilshod Toshmatov,M,39,Qarshi,Qashqadaryo,2021-01-12,TBC Uzbekistan,iOS,466,6902792,1,738
U007525,Nilufar Nazarov,F,22,Andijan,Andijan,2020-04-02,Uzum Bank,Web,522,7597738,1,268
U007526,Maftuna Sobirov,F,34,Nukus,Karakalpakstan,2020-01-07,Hamkorbank,Android,395,5199441,1,717
U007527,Kamol Ahmedov,M,31,Fergana,Fergana,2019-05-16,Anorbank,Android,537,3491870,1,101
U007528,Kamola Mirzayev,F,61,Fergana,Fergana,2021-05-10,Anorbank,Android,540,2485614,1,452
U007529,Nodir Toshmatov,M,21,Andijan,Andijan,2022-11-09,Payme,Web,499,4418401,1,596
U007530,Sardor Sobirov,M,40,Guliston,Sirdaryo,2020-08-12,Ipak Yo'li,Android,670,10195459,1,610
U007531,Kamola Xoliqov,F,60,Namangan,Namangan,2021-01-08,Uzum Bank,Android,421,3809938,0,589
U007532,Feruza Ahmedov,F,63,Nukus,Karakalpakstan,2022-03-07,Anorbank,Android,345,2652659,1,672
U007533,Asliddin Ahmedov,M,45,Tashkent,Tashkent City,2020-10-11,Ipak Yo'li,iOS,486,3184081,1,696
U007534,Nilufar Xasanov,F,30,Nukus,Karakalpakstan,2022-09-10,Ipak Yo'li,iOS,564,2982457,1,519
U007535,Dilnoza Davlatov,F,36,Jizzakh,Jizzakh,2020-08-08,TBC Uzbekistan,iOS,537,4864765,1,5
U007536,Zafar Boymurodov,M,30,Guliston,Sirdaryo,2021-03-25,TBC Uzbekistan,USSD,531,2213464,0,93
U007537,Nasiba Karimov,F,53,Nukus,Karakalpakstan,2023-11-25,Anorbank,Android,414,4465907,1,469
U007538,Timur Ahmedov,M,33,Samarkand,Samarkand,2023-03-07,Ipak Yo'li,Android,432,4921729,1,564
U007539,Ravshan Mirzayev,M,52,Termez,Surxondaryo,2021-11-09,Uzum Bank,iOS,491,4302477,1,113
U007540,Barno Yusupov,F,53,Qarshi,Qashqadaryo,2020-12-16,Payme,Android,481,1823972,1,73
U007541,Sardor Ahmedov,M,68,Guliston,Sirdaryo,2023-12-16,Hamkorbank,iOS,681,3199770,0,383
